sku,price,special_price
GEN-86014,18.8107,18.8107
GEN-862,7.752,7.752
GEN-87,12.852,12.852
GEN-88,4.9947,4.9947
GEN-88CM,6.0947,6.0947
GEN-890,6.2,6.2
GEN-90,12.0307,12.0307
GEN-92,9.2813,9.2813
GEN-93,11.88,11.88
GEN-94A,11.292,11.292
GEN-94B,12.0987,12.0987
GEN-94C,12.912,12.912
GEN-94D,13.7027,13.7027
GEN-CF1216,9.1046,9.1046
GEN-CF1264,13.0149,13.0149
GEN-CF17,19.054,19.054
GEN-CF616,5.2149,5.2149
GEN-CF667ME,7.4103,7.4103
GEN-S31,12.212,12.212
GEN-S605,5.7933,5.7933
GEN-S607,19.7747,19.7747
GEN-SPC600,19.3307,19.3307
GEN-WA500,12.0598,12.0598
GER-22-00534,10.39,10.39
GER-22-00544,11.828,11.828
GER-22-00562,8.31,8.31
GER-22-00563,8.31,8.31
GER-22-01323,14.18,14.18
GER-22-08484,12.932,12.932
GER-22-09435,13.2973,13.2973
GER-22-41122,13.7427,13.7427
GER-22-41323,13.8147,13.8147
GER-22-41576,20.76,20.76
GIL-050P,18.2147,18.2147
GIL-10-58025,18.1415,18.1415
GIL-15-58050,15.028,15.028
GIL-40-58050,21.2561,21.2561
GIL-528,7.1122,7.1122
GIL-529,6.9093,6.9093
GIL-563,4.3467,4.3467
GIL-564,3.4227,3.4227
GIL-571,5.1341,5.1341
GIL-571TFR,5.4329,5.4329
GIL-572TFR,6.6122,6.6122
GIL-573,3.7488,3.7488
GIL-573TF,3.9634,3.9634
GIL-593,5.939,5.939
GIL-594,10.7073,10.7073
GIL-GP1,21.0933,21.0933
GO1-120-A,18.3049,18.3049
GO1-120-B,19.1067,19.1067
GO1-120-C,18.64,18.64
GO1-120-C3,20.6829,20.6829
GO1-200,19.1067,19.1067
GO1-301012,4.9333,4.9333
GO1-301013,4.9333,4.9333
GO1-301014,4.9333,4.9333
GO1-301015,4.9333,4.9333
GO1-301016,4.9333,4.9333
GO1-301017,4.9333,4.9333
GO1-301024,4.9333,4.9333
GO1-301025,4.5122,4.5122
GO1-301026,4.5122,4.5122
GO1-321,11.4,11.4
GO1-470-5,5.939,5.939
GO1-495-4,17.3067,17.3067
GO1-496-5,11.3049,11.3049
GO1-505,4.0933,4.0933
GO1-506,4.4533,4.4533
GO1-507,4.52,4.52
GO1-595-5,8.0933,8.0933
GO1-600,6.8415,6.8415
GO1-600S,5.84,5.84
GO1-606,7.4878,7.4878
GO1-606S,6.6,6.6
GO1-610,5.1733,5.1733
GO1-624,11.6667,11.6667
GO1-625,8.56,8.56
GO1-626,8.5244,8.5244
GO1-630,11.0667,11.0667
GO1-631,15.9333,15.9333
GO1-636,11.0488,11.0488
GO1-700,10.5467,10.5467
GO1-707,10.5467,10.5467
GO1-720,10.5467,10.5467
GO1-725,13.3067,13.3067
GO1-727,12.1707,12.1707
GO1-730,13.3067,13.3067
GO1-735,17.3867,17.3867
GO1-737,15.9024,15.9024
GO1-740,17.3867,17.3867
GOJ-0903-12,8.4659,8.4659
GOJ-0905-06,19.0512,19.0512
GOJ-0913-12,9.6667,9.6667
GOJ-0915-06,19.9671,19.9671
GOJ-0945-04,14.5561,14.5561
GOJ-0947-12,3.8915,3.8915
GOJ-0955-04,13.9878,13.9878
GOJ-0957-12,3.8841,3.8841
GOJ-0958-06,12.5587,12.5587
GOJ-0965-06,19.424,19.424
GOJ-0968-06,6.6773,6.6773
GOJ-0971-12,3.8027,3.8027
GOJ-0975-06,17.8939,17.8939
GOJ-0987-12,6.2587,6.2587
GOJ-1007-06,5.96,5.96
GOJ-1016-12,6.908,6.908
GOJ-1018-06,21.1841,21.1841
GOJ-1109-12,2.8098,2.8098
GOJ-1111-06,14.8659,14.8659
GOJ-1115-06,16.0646,16.0646
GOJ-1132-12,3.6547,3.6547
GOJ-1135-06,19.4341,19.4341
GOJ-1204-01,20.1463,20.1463
GOJ-1805-04,10.389,10.389
GOJ-1807-04,10.916,10.916
GOJ-1827-04,16.82,16.82
GOJ-1845-04,12.2902,12.2902
GOJ-2015-06,19.46,19.46
GOJ-2156-04,12.7707,12.7707
GOJ-2352-15,2.7187,2.7187
GOJ-2354-08,4.32,4.32
GOJ-2356-02,13.36,13.36
GOJ-2358-02,20.6963,20.6963
GOJ-3659-12,6.4451,6.4451
GOJ-4252-24,1.22,1.22
GOJ-5120-06,8.1613,8.1613
GOJ-5456-04,19.4793,19.4793
GOJ-6282-06,5.6507,5.6507
GOJ-7220-04,13.5524,13.5524
GOJ-7230-04,16.5939,16.5939
GOJ-7250-04,20.411,20.411
GOJ-7255-04,20.3951,20.3951
GOJ-8140-24,3.6061,3.6061
GOJ-8142-12,4.0653,4.0653
GOJ-8145-06,10.9813,10.9813
GOJ-8200-12,17.016,17.016
GOJ-8240-06,12.7347,12.7347
GOJ-8242-06,15.0098,15.0098
GOJ-8500-01,20.3933,20.3933
GOJ-9010-06,8.26,8.26
GOJ-9011-12,4.8293,4.8293
GOJ-9014-01,12.46,12.46
GOJ-9102-12,9.7827,9.7827
GOJ-9112-12,4.8133,4.8133
GOJ-9132-12,9.988,9.988
GOJ-9142-12,10.6933,10.6933
GOJ-9143-12,4.11,4.11
GOJ-9152-12,9.4867,9.4867
GOJ-9172-12,10.3817,10.3817
GOJ-9212-12,9.6093,9.6093
GOJ-9631-24,2.76,2.76
GOJ-9639-12,6.15,6.15
GOJ-9652-12,4.4268,4.4268
GOJ-9656-06,11.8171,11.8171
GOJ-9657-12,12.6573,12.6573
GOJ-9682-24,2.4147,2.4147
GOJ-9752-12,4.304,4.304
GOJ-9755-04,17.1,17.1
GOJ-9756-06,10.028,10.028
GOJ-9757-12,9.8227,9.8227
GOL-01162,4.736,4.736
GOL-01201,8.312,8.312
GOL-01210,9.1453,9.1453
GOL-01248,7.4493,7.4493
GOL-01324,11.1307,11.1307
GOL-01426,9.6347,9.6347
GOL-03175,14.9933,14.9933
GOL-03271,7.1227,7.1227
GOL-03281,7.1227,7.1227
GOL-03295,8.7053,8.7053
GOL-03407,18.032,18.032
GOL-03454,10.008,10.008
GOL-05116,11.6867,11.6867
GOL-05121,18.0241,18.0241
GOL-05141,9.2413,9.2413
GOL-05143,4.256,4.256
GOL-05206,4.6787,4.6787
GOL-05221,8.8587,8.8587
GOL-05224,13.6133,13.6133
GOL-05225,14.4573,14.4573
GOL-05261,20.1707,20.1707
GOL-06150,20.304,20.304
GOL-06151,12.3387,12.3387
GOL-06156,12.5867,12.5867
GOL-06157,13.9293,13.9293
GOL-06170,11.008,11.008
GOL-06208,8.4933,8.4933
GOL-06241,8.676,8.676
GOL-06264,8.676,8.676
GOL-06311,20.228,20.228
GOL-06410,19.864,19.864
GOL-06450,20.5827,20.5827
GOL-06511,20.2667,20.2667
GOL-06512,20.6013,20.6013
GOL-06517,20.0653,20.0653
GOL-06522,21.628,21.628
GOL-07113,6.1253,6.1253
GOL-09312,4.64,4.64
GOL-09322,6.1253,6.1253
GOL-09323,6.5387,6.5387
GOL-09331,7.084,7.084
GOL-09332,7.3147,7.3147
GOL-09341,10.5453,10.5453
GOL-11238,9.6667,9.6667
GOL-11240,14,14
GOL-11241,14,14
GOL-11242,14,14
GOL-11247,6.5333,6.5333
GOL-11249,6.5333,6.5333
GOL-11280,16.7,16.7
GOL-14338,18.848,18.848
GOL-15149,13.584,13.584
GOL-16109,13.8267,13.8267
GOL-16119,14.2453,14.2453
GOL-16164,19.3453,19.3453
GOL-16282,15.712,15.712
GOL-16295,9.2173,9.2173
GOL-16296,13.364,13.364
GOL-16349,9.3467,9.3467
GOL-16662,9.25,9.25
GOL-16665,20.6587,20.6587
GOS-1060-0,12.508,12.508
GOS-1060-1,12.508,12.508
GOS-1060-2,12.508,12.508
GOS-1060-3,12.508,12.508
GOS-1060-4,12.508,12.508
GOS-1060-5,12.508,12.508
GOS-1335-0,9.4853,9.4853
GOS-1335-00,9.396,9.396
GOS-1335-000,9.396,9.396
GOS-1335-1,9.396,9.396
GOS-1335-2,9.396,9.396
GOS-1335-4,9.396,9.396
GOS-1335-5,9.396,9.396
GOS-1335-6,9.396,9.396
GOS-1345H-5,16.4547,16.4547
GOS-1345H-6,16.4547,16.4547
GOS-1345H-7,16.4547,16.4547
GOS-1345H-8,16.4547,16.4547
GOS-1355-0,11.8013,11.8013
GOS-1355-00,11.8013,11.8013
GOS-1355-1,11.8013,11.8013
GOS-1355-2,10.7939,10.7939
GOS-1355-3,11.8013,11.8013
GOS-1355-4,11.8013,11.8013
GOS-1355-5,11.8013,11.8013
GOS-1355-6,11.8013,11.8013
GOS-1360-0,7.6915,7.6915
GOS-1360-00,8.4093,8.4093
GOS-1360-000,8.4093,8.4093
GOS-1360-1,7.6915,7.6915
GOS-1360-2,7.6915,7.6915
GOS-1360-3,7.6915,7.6915
GOS-1360-4,8.4093,8.4093
GOS-1360-5,8.4093,8.4093
GOS-1360-6,8.4093,8.4093
GOS-1363-1,12.1507,12.1507
GOS-1363-2,12.1507,12.1507
GOS-1363-3,12.1507,12.1507
GOS-1363-4,12.1507,12.1507
GOS-1363-5,12.1507,12.1507
GOS-1363-6,12.1507,12.1507
GOS-1365-0,12.2947,12.2947
GOS-1365-00,12.2947,12.2947
GOS-1365-000,12.2947,12.2947
GOS-1365-1,12.2947,12.2947
GOS-1365-2,12.2947,12.2947
GOS-1365-3,12.2947,12.2947
GOS-1365-4,12.2947,12.2947
GOS-1369-1,15.7493,15.7493
GOS-1369-2,15.7493,15.7493
GOS-1460-0,16.5307,16.5307
GOS-1460-00,16.5307,16.5307
GOS-1460-1,16.5307,16.5307
GOS-1460-4,15.2,15.2
GOS-1460-6,15.3467,15.3467
GOS-1476-0,15.612,15.612
GOS-1476-00,15.612,15.612
GOS-1476-1,14.4,14.4
GOS-1476-2,14.4,14.4
GOS-1476-3,15.612,15.612
GOS-1476-4,15.612,15.612
GOS-1476-5,15.612,15.612
GOS-1476-6,15.612,15.612
GOS-1555-0,13.2813,13.2813
GOS-1555-1,13.2813,13.2813
GOS-1555-2,13.2813,13.2813
GOS-1555-3,13.2813,13.2813
GOS-1555-4,13.2813,13.2813
GOS-1555-5,13.2813,13.2813
GOS-1555-6,13.2813,13.2813
GOS-1556-0,14.2,14.2
GOS-1556-00,14.2,14.2
GOS-1556-1,14.2,14.2
GOS-1556-2,14.2,14.2
GOS-1556-3,14.2,14.2
GOS-1556-4,14.2,14.2
GOS-1556-5,14.2,14.2
GOS-1556-6,14.2,14.2
GOS-1646-0,18.716,18.716
GOS-1646-1,17.26,17.26
GOS-1646-2,17.26,17.26
GOS-1646-3,18.716,18.716
GOS-1646-4,18.716,18.716
GOS-1734-10,11.308,11.308
GOS-1734-12,11.308,11.308
GOS-1734-2,11.308,11.308
GOS-1734-3,11.308,11.308
GOS-1734-4,11.308,11.308
GOS-1734-6,11.308,11.308
GOS-1734-8,11.308,11.308
GOS-1735-31,11.8013,11.8013
GOS-1735-40,11.8013,11.8013
GOS-1735-43,11.8013,11.8013
GOS-1735-47,11.8013,11.8013
GOS-1735-52,11.8013,11.8013
GOS-1735-60,11.8013,11.8013
GOS-1735-80,11.8013,11.8013
GOS-1760-10,12.72,12.72
GOS-1760-12,12.72,12.72
GOS-1760-2,12.72,12.72
GOS-1760-3,12.72,12.72
GOS-1760-4,12.72,12.72
GOS-1760-6,12.72,12.72
GOS-1760-8,12.72,12.72
GOS-1952-11,11.5133,11.5133
GOS-1952-13,11.5133,11.5133
GOS-1952-3,9.396,9.396
GOS-1952-4,8.5939,8.5939
GOS-1952-5,8.5939,8.5939
GOS-1952-7,8.5939,8.5939
GOS-1952-9,9.396,9.396
GOS-1955-10,21.54,21.54
GOS-1955-12,21.54,21.54
GOS-1955-3,19.5667,19.5667
GOS-1955-4,19.5667,19.5667
GOS-1955-6,19.5667,19.5667
GOS-1955-8,19.5667,19.5667
GOS-1965-4,14.7627,14.7627
GOS-1965-5,14.7627,14.7627
GOS-1965-7,14.7627,14.7627
GOS-1965-9,14.7627,14.7627
GOS-2132-46,13.844,13.844
GOS-2132-51,13.844,13.844
GOS-2132-53,13.844,13.844
GOS-2132-56,13.844,13.844
GOS-2132-62,13.844,13.844
GOS-2132-68,13.844,13.844
GOS-2272-0,13.2813,13.2813
GOS-2272-00,13.2813,13.2813
GOS-2272-1,13.2813,13.2813
GOS-2272-2,13.2813,13.2813
GOS-2272-3,13.2813,13.2813
GOS-2272-4,13.2813,13.2813
GOS-2276-0,13.4947,13.4947
GOS-2276-00,13.4947,13.4947
GOS-2276-000,13.4947,13.4947
GOS-2276-1,13.4947,13.4947
GOS-2276-2,13.4947,13.4947
GOS-2276-3,13.4947,13.4947
GOS-2276-4,13.4947,13.4947
GOS-2276-5,15.9613,15.9613
GOS-2276-6,15.9613,15.9613
GOS-2276-7,15.9613,15.9613
GOS-2295-0,15.256,15.256
GOS-2295-00,15.256,15.256
GOS-2295-1,15.256,15.256
GOS-2295-2,15.256,15.256
GOS-2295-3,15.256,15.256
GOS-2295-4,15.256,15.256
GOS-2295-5,15.256,15.256
GOS-2295-6,15.256,15.256
GOS-2295-7,15.824,15.824
GOS-2295-8,15.824,15.824
GOS-2295-9,15.824,15.824
GOS-2325-0,16.8107,16.8107
GOS-2325-1,16.8107,16.8107
GOS-2325-2,16.8107,16.8107
GOS-2341-0,7.8467,7.8467
GOS-2341-00,10.54,10.54
GOS-2341-000,7.8467,7.8467
GOS-2341-1,7.8467,7.8467
GOS-2341-2,7.8467,7.8467
GOS-2341-3,7.8467,7.8467
GOS-2341-4,7.8467,7.8467
GOS-2341-5,7.8467,7.8467
GOS-2341-6,10.53,10.53
GOS-2345-0,10.4587,10.4587
GOS-2345-00,10.4587,10.4587
GOS-2345-1,10.4587,10.4587
GOS-2345-2,10.4587,10.4587
GOS-2345-3,10.4587,10.4587
GOS-2345-4,10.4587,10.4587
GOS-2345-5,10.4587,10.4587
GOS-2349-0,15.612,15.612
GOS-2349-1,15.612,15.612
GOS-2349-2,15.612,15.612
GOS-2349-3,15.612,15.612
GOS-2349-4,15.612,15.612
GOS-2349-5,15.612,15.612
GOS-2355-0,10.4587,10.4587
GOS-2355-00,10.4587,10.4587
GOS-2355-000,10.4587,10.4587
GOS-2355-1,10.4587,10.4587
GOS-2355-2,9.5659,9.5659
GOS-2355-3,10.4587,10.4587
GOS-2355-4,10.4587,10.4587
GOS-2355-5,10.4587,10.4587
GOS-2355-6,11.9387,11.9387
GOS-2355-7,11.9387,11.9387
GOS-2355-8,11.9387,11.9387
GOS-2360-0,7.7027,7.7027
GOS-2360-00,7.7027,7.7027
GOS-2360-000,7.7027,7.7027
GOS-2360-1,7.7027,7.7027
GOS-2360-2,7.7027,7.7027
GOS-2360-3,7.7027,7.7027
GOS-2360-4,7.7027,7.7027
GOS-2360-5,7.7027,7.7027
GOS-2360-6,7.7027,7.7027
GOS-2360-7,7.7027,7.7027
GOS-2360-8,7.7027,7.7027
GOS-2365-1,13.3507,13.3507
GOS-2365-2,13.3507,13.3507
GOS-2365-3,13.3507,13.3507
GOS-2365-4,13.3507,13.3507
GOS-2365-5,13.3507,13.3507
GOS-2365-6,13.3507,13.3507
GOS-2367-0,14.6253,14.6253
GOS-2367-00,14.6253,14.6253
GOS-2367-1,14.6253,14.6253
GOS-2367-2,14.6253,14.6253
GOS-2367-3,15.7493,15.7493
GOS-2367-4,15.7493,15.7493
GOS-2367-5,15.7493,15.7493
GOS-2368-2,20.478,20.478
GOS-3021-0,17.3733,17.3733
GOS-3021-1,17.3733,17.3733
GOS-3021-10,18.86,18.86
GOS-3021-2,17.3733,17.3733
GOS-3021-3,17.3733,17.3733
GOS-3021-4,17.3733,17.3733
GOS-3021-5,17.3733,17.3733
GOS-3021-6,18.86,18.86
GOS-3021-7,18.86,18.86
GOS-3021-8,18.86,18.86
GOS-3021-9,18.86,18.86
GOS-3051-0,16.88,16.88
GOS-3051-00,16.88,16.88
GOS-3051-1,13.49,13.49
GOS-3051-2,16.88,16.88
GOS-3051-3,16.88,16.88
GOS-3051-4,16.88,16.88
GOS-3060-0,14.3373,14.3373
GOS-3060-00,14.3373,14.3373
GOS-3060-1,14.3373,14.3373
GOS-3060-2,14.3373,14.3373
GOS-3060-3,14.3373,14.3373
GOS-3060-4,14.3373,14.3373
GOS-3060-5,14.3373,14.3373
GOS-3060-6,14.3373,14.3373
GOS-3060-7,14.3373,14.3373
GOS-3509-0,17.3733,17.3733
GOS-3509-1,17.3733,17.3733
GOS-3509-2,17.3733,17.3733
GOS-3509-3,17.3733,17.3733
GOS-3509-4,17.3733,17.3733
GOS-3509-5,17.3733,17.3733
GOS-3509-6,17.3733,17.3733
GOS-3509-7,17.3733,17.3733
GOS-810-0,12.576,12.576
GOS-810-00,12.576,12.576
GOS-810-1,12.576,12.576
GOS-810-2,12.576,12.576
GOS-810-3,12.576,12.576
GOS-820-0,9.684,9.684
GOS-820-00,9.684,9.684
GOS-820-1,10.0613,10.0613
GOS-820-2,9.684,9.684
GOS-820-3,9.684,9.684
GOS-820-4,9.684,9.684
GOS-820-5,9.684,9.684
GOS-820-6,9.684,9.684
GOS-820-8,9.7733,9.7733
GOS-826-0,20.9787,20.9787
GOS-826-00,20.9787,20.9787
GOS-826-1,20.9787,20.9787
GOS-826-2,20.9787,20.9787
GOS-826-3,20.9787,20.9787
GOS-826-5,20.9787,20.9787
GOS-826-7,20.9787,20.9787
GOS-830-0,10.6707,10.6707
GOS-830-00,10.6707,10.6707
GOS-830-1,10.6707,10.6707
GOS-830-2,10.6707,10.6707
GOS-830-3,10.6707,10.6707
GOS-830-4,10.6707,10.6707
GOS-830-5,10.6707,10.6707
GOS-830-6,10.6707,10.6707
GOS-830-7,10.6707,10.6707
GOS-830-8,10.6707,10.6707
GOS-840-0,13.844,13.844
GOS-840-00,13.844,13.844
GOS-840-1,13.844,13.844
GOS-840-2,13.844,13.844
GOS-840-3,13.844,13.844
GOS-840-4,13.844,13.844
GOS-840-6,13.844,13.844
GOS-857-12,20.4,20.4
GOS-872-0,20.9787,20.9787
GOS-872-1,20.9787,20.9787
GOS-872-2,20.9787,20.9787
GOS-872-3,20.9787,20.9787
GOS-872-4,20.9787,20.9787
GOS-872-5,20.9787,20.9787
GOS-875-0,12.9253,12.9253
GOS-875-00,12.9253,12.9253
GOS-875-1,12.9253,12.9253
GOS-875-10,14.6253,14.6253
GOS-875-2,12.9253,12.9253
GOS-875-3,12.9253,12.9253
GOS-875-4,12.9253,12.9253
GOS-875-5,12.9253,12.9253
GOS-875-6,12.9253,12.9253
GOS-875-7,12.9253,12.9253
GOS-875-8,14.6253,14.6253
GOS-BA-1,18.0787,18.0787
GOS-BA-2,16.3867,16.3867
GOS-BA-3,16.3867,16.3867
GOS-BA-4,16.3867,16.3867
GOS-BA-5,20.6213,20.6213
GOS-BG-1,15.68,15.68
GOS-EP-60-3,20.1524,20.1524
GOS-EX-4B,11.3085,11.3085
GOS-FH-1735-38,17.9427,17.9427
GOS-FH-1735-44,17.9427,17.9427
GOS-FH-1735-49,17.9427,17.9427
GOS-FH-1735-52,17.9427,17.9427
GOS-FH-1735-54,17.9427,17.9427
GOS-FH-1735-56,17.9427,17.9427
GOS-FH-1735-60,17.9427,17.9427
GOS-FH-1735-65,17.9427,17.9427
GOS-FH-1735-68,17.9427,17.9427
GOS-FH-1735-72,17.9427,17.9427
GOS-FH-825-38,16.0373,16.0373
GOS-FH-825-44,16.0373,16.0373
GOS-FH-825-49,16.0373,16.0373
GOS-FH-825-52,16.0373,16.0373
GOS-FH-825-54,16.0373,16.0373
GOS-FH-825-56,16.0373,16.0373
GOS-FH-825-60,16.0373,16.0373
GOS-FH-825-65,16.0373,16.0373
GOS-FH-825-68,16.0373,16.0373
GOS-FH-825-72,16.0373,16.0373
GOS-FS-1355-44,12.9253,12.9253
GOS-FS-1355-49,12.9253,12.9253
GOS-FS-1355-52,12.9253,12.9253
GOS-FS-1355-54,12.9253,12.9253
GOS-FS-1355-56,11.49,11.49
GOS-FS-1355-60,12.9253,12.9253
GOS-FS-1355-65,12.9253,12.9253
GOS-FS-1355-68,12.9253,12.9253
GOS-FS-1355-72,12.9253,12.9253
GOS-FS-1734-38,15.612,15.612
GOS-FS-1734-44,15.612,15.612
GOS-FS-1734-49,15.612,15.612
GOS-FS-1734-52,15.612,15.612
GOS-FS-1734-54,15.612,15.612
GOS-FS-1734-56,15.612,15.612
GOS-FS-1734-60,15.612,15.612
GOS-FS-1734-65,15.612,15.612
GOS-FS-1734-68,15.612,15.612
GOS-FS-1734-72,15.612,15.612
GOS-FS-1955-38,14.268,14.268
GOS-FS-1955-44,14.268,14.268
GOS-FS-1955-49,14.268,14.268
GOS-FS-1955-52,14.268,14.268
GOS-FS-1955-54,14.268,14.268
GOS-FS-1955-56,14.268,14.268
GOS-FS-1955-60,14.268,14.268
GOS-FS-1955-65,14.268,14.268
GOS-FS-1955-68,14.268,14.268
GOS-FS-1955-72,14.268,14.268
GOS-FS-2295-52,18.9973,18.9973
GOS-FS-2295-54,18.9973,18.9973
GOS-FS-2295-56,18.9973,18.9973
GOS-FS-2295-60,18.9973,18.9973
GOS-FS-2295-65,18.9973,18.9973
GOS-FS-2295-68,18.9973,18.9973
GOS-FS-2295-72,18.9973,18.9973
GOS-FS-2385-44,14.3373,14.3373
GOS-FS-2385-49,14.3373,14.3373
GOS-FS-2385-52,14.3373,14.3373
GOS-FS-2385-54,14.3373,14.3373
GOS-FS-2385-56,13.2,13.2
GOS-FS-2385-60,14.3373,14.3373
GOS-FS-2385-65,14.3373,14.3373
GOS-FS-2385-68,14.3373,14.3373
GOS-FS-2385-72,14.3373,14.3373
GOS-FS-825-38,15.544,15.544
GOS-FS-825-44,15.544,15.544
GOS-FS-825-49,15.544,15.544
GOS-FS-825-52,15.544,15.544
GOS-FS-825-54,15.544,15.544
GOS-FS-825-56,15.544,15.544
GOS-FS-825-60,15.544,15.544
GOS-FS-825-65,15.544,15.544
GOS-FS-825-68,15.544,15.544
GOS-FS-825-72,15.544,15.544
GOS-QLP,6.5634,6.5634
GOS-SP-1955-44,14.132,14.132
GOS-SP-1955-49,14.132,14.132
GOS-SP-1955-52,14.132,14.132
GOS-SP-1955-54,14.132,14.132
GOS-SP-1955-56,12.452,12.452
GOS-SP-1955-60,13,13
GOS-SP-1955-65,14.132,14.132
GOS-SP-1955-68,12.49,12.49
GOS-SP-1955-72,12.5867,12.5867
GOS-SP-825-31,14.8373,14.8373
GOS-SP-825-38,14.8373,14.8373
GOS-SP-825-44,14.8373,14.8373
GOS-SP-825-49,14.8373,14.8373
GOS-SP-825-52,11.71,11.71
GOS-SP-825-54,14.8373,14.8373
GOS-SP-825-56,13.66,13.66
GOS-SP-825-60,14.8373,14.8373
GOS-SP-825-65,14.8373,14.8373
GOS-SP-825-68,14.8373,14.8373
GOS-SP-825-72,14.8373,14.8373
GRE-0153-42C,9.0187,9.0187
GRE-0155-25A,10.9046,10.9046
GRE-0157-12I,13.84,13.84
GRE-0157-13I,13.82,13.82
GRE-0157-14I,14.09,14.09
GRE-0157-17I,13.38,13.38
GRE-0157-18I,15.8667,15.8667
GRE-0251-07D,21.652,21.652
GRE-0251-07M,20.892,20.892
GRE-0257-11I,15.984,15.984
GRE-0257-12I,15.148,15.148
GRE-0257-13I,15.3493,15.3493
GRE-0257-14I,15.3493,15.3493
GRE-0257-15I,16.1933,16.1933
GRE-0257-16I,16.4853,16.4853
GRE-0257-17I,16.4853,16.4853
GRE-0351-06D,20.5653,20.5653
GRE-0353-11C,8.0173,8.0173
GRE-0353-12C,8.0173,8.0173
GRE-0353-13C,8.0173,8.0173
GRE-0353-14C,8.0173,8.0173
GRE-0453-11C,9.2547,9.2547
GRE-0453-12C,9.2547,9.2547
GRE-0453-13C,10.1907,10.1907
GRE-0453-14C,9.564,9.564
GRE-0453-15C,9.748,9.748
GRE-0453-16C,9.2547,9.2547
GRE-0453-17C,9.564,9.564
GRE-0453-18C,9.748,9.748
GRE-11180,18.4307,18.4307
GRE-149H-1,14.02,14.02
GRE-149H-1-1-2,16.7067,16.7067
GRE-149H-1-1-4,15.8533,15.8533
GRE-149H-1-1-8,16.3067,16.3067
GRE-149H-1-3-8,15.76,15.76
GRE-149H-2,19.612,19.612
GRE-149H-2-1-8,18.6667,18.6667
GRE-1614SS,15.2159,15.2159
GRE-1675AV,8.4773,8.4773
GRE-1916,2.7733,2.7733
GRE-1917,3.9067,3.9067
GRE-1918,3.9067,3.9067
GRE-1921,2.3,2.3
GRE-1955,20.3053,20.3053
GRE-301A,10.9933,10.9933
GRE-31925,21.1173,21.1173
GRE-31926,12.18,12.18
GRE-31927,17.94,17.94
GRE-31929,1.2467,1.2467
GRE-333-1218,10.464,10.464
GRE-333-1224,10.464,10.464
GRE-333-1232,10.464,10.464
GRE-33A-1,18.228,18.228
GRE-33A-1-2,13.44,13.44
GRE-33A-3-4,14.8,14.8
GRE-33A-3-8,12.72,12.72
GRE-33A-5-8,14,14
GRE-33A-7-8,15.44,15.44
GRE-34A-1,5.4507,5.4507
GRE-34A-1-2,4.0933,4.0933
GRE-34A-3-4,4.56,4.56
GRE-34A-3-8,4.08,4.08
GRE-34A-5-8,4.3333,4.3333
GRE-34A-7-8,4.7733,4.7733
GRE-35721,20.5227,20.5227
GRE-37156,21.436,21.436
GRE-37157,10.0187,10.0187
GRE-38405,3.568,3.568
GRE-38522,13.5667,13.5667
GRE-438-2X,14.2213,14.2213
GRE-439-1,20.7093,20.7093
GRE-46022,20.4267,20.4267
GRE-46024,20.4267,20.4267
GRE-62PTS-11-16,21.6,21.6
GRE-645-1-1-8,16.9067,16.9067
GRE-645-1-3-8,19.32,19.32
GRE-645-1-7-32,19.32,19.32
GRE-645-7-8,14.5067,14.5067
GRE-84009,9.4213,9.4213
GRE-84012,8.9693,8.9693
GRE-84015,12.0547,12.0547
GRE-862,17.744,17.744
GRE-901-12,12.572,12.572
GRE-905,10.4667,10.4667
GRE-CRM-1,17.5493,17.5493
GRE-CRM-Q,7.612,7.612
GRE-DM-20,20.41,20.41
GRE-DTAP1-4-20,6.64,6.64
GRE-DTAP3-8-16,7.32,7.32
GRE-DTAP5-16-18,7.32,7.32
GRE-GEL-1,17.5493,17.5493
GRE-GEL-Q,7.4413,7.4413
GRE-GT-10,8.444,8.444
GRE-GT-10GFI,14.0267,14.0267
GRE-GT-12,17.8133,17.8133
GRE-PT-T02,19.3107,19.3107
GRE-TC-10,15.5867,15.5867
GU1-G1540BA,10.6,10.6
GUA-200A30,20.448,20.448
GUA-500A20,20.448,20.448
GUA-57S30XB,21.0147,21.0147
GUA-74S,17.128,17.128
GUA-80WJ,20.8988,20.8988
GUA-900,12.128,12.128
GUA-LZR600,14.208,14.208
GUA-LZR650,14.208,14.208
GUN-589661,8.0733,8.0733
GUN-589664,20.8213,20.8213
HA2-HD100,11.6138,11.6138
HA2-HD1000,12.3471,12.3471
HA2-HD1001,9.2563,9.2563
HA2-HD1002,10.8276,10.8276
HA2-HD1003,12.3471,12.3471
HA2-HD101,5.5598,5.5598
HA2-HD102,6.7126,6.7126
HA2-HD103,8.7092,8.7092
HA2-HD400,6.2184,6.2184
HA2-HD401,8.5333,8.5333
HA2-HD402,8.5333,8.5333
HA2-HD501,11.6195,11.6195
HA2-HD502,12.3471,12.3471
HA2-HD503,13.7966,13.7966
HA2-HD510,13.8977,13.8977
HA2-HD513,13.669,13.669
HA2-HD700,13.5471,13.5471
HA2-HD701,11.5506,11.5506
HA2-HD702,12.3149,12.3149
HA2-HD703,13.0793,13.0793
HA2-HD800,12.246,12.246
HA2-HD801,12.246,12.246
HA2-HD802,10.7,10.7
HA3-SO-2,16.3747,16.3747
HA3-WH-24,13.1907,13.1907
HA3-WH-40,13.2773,13.2773
