sku,price,special_price
BON-12147,4.2467,4.2467
BON-12148,4.2467,4.2467
BON-12149,2.5547,2.5547
BON-12150,2.8907,2.8907
BON-12152,2.8907,2.8907
BON-12154,0.34,0.34
BON-12160,3.9013,3.9013
BON-12168,8.476,8.476
BON-12170,1.372,1.372
BON-12178,4.6813,4.6813
BON-12180,9.3627,9.3627
BON-12184,6.2173,6.2173
BON-12186,8.8787,8.8787
BON-12188,12.328,12.328
BON-12195,10.8667,10.8667
BON-12199,5.8988,5.8988
BON-12215,2.784,2.784
BON-12216,3.2853,3.2853
BON-12217,4.5093,4.5093
BON-12218,5.84,5.84
BON-12219,9.2813,9.2813
BON-12220,14.784,14.784
BON-12221,21.6747,21.6747
BON-12260,0.28,0.28
BON-12278,3.524,3.524
BON-12280,7.0467,7.0467
BON-12284,4.8213,4.8213
BON-12286,5.232,5.232
BON-12288,8.8787,8.8787
BON-12291,20.6973,20.6973
BON-12522,9.2707,9.2707
BON-12531,15.1413,15.1413
BON-12533,18.1293,18.1293
BON-12550,6.5413,6.5413
BON-12585,6.1634,6.1634
BON-12587,4.6817,4.6817
BON-12589,4.3671,4.3671
BON-12591,3.3744,3.3744
BON-12592,3.522,3.522
BON-12594,15.1413,15.1413
BON-12595,7.1453,7.1453
BON-12632,9.2093,9.2093
BON-12634,9.4373,9.4373
BON-12636,9.376,9.376
BON-12638,11.0507,11.0507
BON-12894,9.376,9.376
BON-12897,9.376,9.376
BON-12907,0.788,0.788
BON-12909,0.8387,0.8387
BON-12910,0.948,0.948
BON-12912,1.4893,1.4893
BON-12913,2.324,2.324
BON-12914,3.4,3.4
BON-13109,3.861,3.861
BON-13110,4.452,4.452
BON-13111,5.232,5.232
BON-13112,5.38,5.38
BON-13113,8.2133,8.2133
BON-13114,9.068,9.068
BON-13160,4.0646,4.0646
BON-13164,5.1093,5.1093
BON-13168,5.544,5.544
BON-13172,8.336,8.336
BON-13176,9.1333,9.1333
BON-13205,3.228,3.228
BON-13206,3.4667,3.4667
BON-13207,3.6627,3.6627
BON-13208,3.8853,3.8853
BON-13252,3.6627,3.6627
BON-13254,3.6627,3.6627
BON-13256,3.8853,3.8853
BON-13307,3.564,3.564
BON-13310,3.8853,3.8853
BON-14187,13.872,13.872
BON-14189,15.4987,15.4987
BON-15704,8.8947,8.8947
BON-15707,10.768,10.768
BON-15708,10.768,10.768
BON-15709,1.1267,1.1267
BON-15710,1.304,1.304
BON-15717,12.9933,12.9933
BON-15718,14.5293,14.5293
BON-15764,7.1133,7.1133
BON-16537,14.5373,14.5373
BON-16599,10.8012,10.8012
BON-16937,15.72,15.72
BON-17099,11.6793,11.6793
BON-18036,1.0587,1.0587
BON-18037,1.272,1.272
BON-18099,9.6829,9.6829
BON-20199,18.4573,18.4573
BON-22199,11.4707,11.4707
BON-37937,16.164,16.164
BON-38099,13.0773,13.0773
BON-74937,18.2893,18.2893
BON-74999,14.8333,14.8333
BOS-1618600010,13.48,13.48
BOS-1618601002,14.9973,14.9973
BOS-23614,11.7733,11.7733
BOS-2608639013,18.3653,18.3653
BOS-2608639027,21.4227,21.4227
BOS-2610906323,14.012,14.012
BOS-34614,14.48,14.48
BOS-52318,13.2667,13.2667
BOS-85093,6.3293,6.3293
BOS-85146,6.5733,6.5733
BOS-85152,5.1773,5.1773
BOS-85180,6.6227,6.6227
BOS-85182,13.9627,13.9627
BOS-85188,13.496,13.496
BOS-85216M,19.7693,19.7693
BOS-85219M,17.7427,17.7427
BOS-85221M,12.6373,12.6373
BOS-85225M,14.2773,14.2773
BOS-85227M,15.4653,15.4653
BOS-85229M,15.788,15.788
BOS-85241M,14.764,14.764
BOS-85242M,16.6827,16.6827
BOS-85243M,21.544,21.544
BOS-85244,11.0627,11.0627
BOS-85246M,14.2773,14.2773
BOS-85249M,15.952,15.952
BOS-85251M,19.1027,19.1027
BOS-85265M,17.3707,17.3707
BOS-85266M,15.064,15.064
BOS-85267M,14.564,14.564
BOS-85268M,14.1267,14.1267
BOS-85269M,13.6973,13.6973
BOS-85278M,21.3867,21.3867
BOS-85409M,14.1627,14.1627
BOS-85410M,11.5987,11.5987
BOS-85417M,17.9147,17.9147
BOS-85427M,15.7733,15.7733
BOS-85441M,17.5133,17.5133
BOS-85445M,21.6947,21.6947
BOS-85458M,19.4747,19.4747
BOS-85459M,14.6427,14.6427
BOS-85611M,18.516,18.516
BOS-85613M,15.5733,15.5733
BOS-92840,8.5347,8.5347
BOS-DLSB1003,6.6307,6.6307
BOS-DLSB1005,6.9947,6.9947
BOS-DLSB1007,7.332,7.332
BOS-DLSB1009,7.6827,7.6827
BOS-DLSB1011,8.0053,8.0053
BOS-DLSB1013,8.3773,8.3773
BOS-DSB1001,2.0267,2.0267
BOS-DSB1002,2.0267,2.0267
BOS-DSB1003,2.0907,2.0907
BOS-DSB1004,2.0907,2.0907
BOS-DSB1005,2.0907,2.0907
BOS-DSB1006,2.212,2.212
BOS-DSB1007,2.348,2.348
BOS-DSB1008,2.348,2.348
BOS-DSB1009,2.348,2.348
BOS-DSB1010,2.4707,2.4707
BOS-DSB1011,2.4707,2.4707
BOS-DSB1012,2.6067,2.6067
BOS-DSB1013,2.6067,2.6067
BOS-DSB1015,3.8667,3.8667
BOS-DSB1017,3.8667,3.8667
BOS-DSB1019,3.8667,3.8667
BOS-DSB1021,3.8667,3.8667
BOS-DSB5003,7.8333,7.8333
BOS-DSB5005,15.4653,15.4653
BOS-DSB5006,15.4653,15.4653
BOS-DSB5006P,16.1027,16.1027
BOS-DSB5010,20.22,20.22
BOS-DSBS1003,1.8973,1.8973
BOS-DSBS1005,1.8973,1.8973
BOS-DSBS1007,2.1413,2.1413
BOS-DSBS1009,2.1413,2.1413
BOS-DSBS1011,2.2333,2.2333
BOS-DSBS1013,2.32,2.32
BOS-DSBS1015,3.48,3.48
BOS-DSBS1017,3.48,3.48
BOS-DSBS1021,3.48,3.48
BOS-DSBS5007P,13.4253,13.4253
BOS-GT100,3.5373,3.5373
BOS-GT1000,17.8573,17.8573
BOS-GT200,3.8733,3.8733
BOS-GT2000,16.6333,16.6333
BOS-GT300,4.568,4.568
BOS-GT400,5.928,5.928
BOS-GT500,7.632,7.632
BOS-GT600,9.68,9.68
BOS-GT700,11.7213,11.7213
BOS-GT800,13.7547,13.7547
BOS-GT900,15.816,15.816
BOS-HC2000,7.188,7.188
BOS-HC2001,7.5467,7.5467
BOS-HC2011,4.812,4.812
BOS-HC2012,7.4387,7.4387
BOS-HC2014,15.7733,15.7733
BOS-HC2040,4.3533,4.3533
BOS-HC2041,4.52,4.52
BOS-HC2042,6.1213,6.1213
BOS-HC2043,10.404,10.404
BOS-HC2045,18.652,18.652
BOS-HC2051,6.5653,6.5653
BOS-HC2054,12.1867,12.1867
BOS-HC2061,6.308,6.308
BOS-HC2064,11.5987,11.5987
BOS-HC2067,19.36,19.36
BOS-HC2071,9.3653,9.3653
BOS-HC2074,15.7733,15.7733
BOS-HC2081,7.8907,7.8907
BOS-HC2084,14.2267,14.2267
BOS-HC2087,21.516,21.516
BOS-HC2091,12.1867,12.1867
BOS-HC2094,18.244,18.244
BOS-HC2102,14.4133,14.4133
BOS-HS1811,12.6373,12.6373
BOS-HS1813,12.6373,12.6373
BOS-HS1903,16.776,16.776
BOS-HS1911,13.812,13.812
BOS-HS1912,17.9147,17.9147
BOS-HS1913,13.812,13.812
BOS-HS1916,20.52,20.52
BOS-MG0450,10.6827,10.6827
BOS-OSC112,19.9267,19.9267
BOS-OSC34,10.6613,10.6613
BOS-OSC34F,12.0573,12.0573
BOS-OSC38,8.864,8.864
BOS-OSC38F,9.6667,9.6667
BOS-RECM6X2,18.0787,18.0787
BOS-RECM6X2-25B,2.892,2.892
BOS-RECM9X2-25B,3.8667,3.8667
BOS-REDM6X2,19.5253,19.5253
BOS-REDM6X2-25B,3.136,3.136
BOS-REDM9X2-25B,4.1173,4.1173
BOS-RESM6X2,18.0787,18.0787
BOS-RESM6X2-25B,2.892,2.892
BOS-RESM9X2-25B,3.8667,3.8667
BOS-SDTR000,2.5493,2.5493
BOS-SDTR040,2.2053,2.2053
BOS-SDTR060,2.2053,2.2053
BOS-SDTR080,2.2053,2.2053
BOS-SDTR120,2.2053,2.2053
BOS-SDTR180,2.2053,2.2053
BOS-SDTR240,2.2053,2.2053
BOS-SDTW000,2.8133,2.8133
BOS-SDTW040,2.4347,2.4347
BOS-SDTW060,2.4347,2.4347
BOS-SDTW080,2.4347,2.4347
BOS-SDTW120,2.4347,2.4347
BOS-SDTW180,2.4347,2.4347
BOS-SDTW240,2.4347,2.4347
BOS-T101A,14.392,14.392
BOS-T101AO,6.3253,6.3253
BOS-T101B,8.1267,8.1267
BOS-T101BF,13.604,13.604
BOS-T101BR,9.0933,9.0933
BOS-T101DP,9.5587,9.5587
BOS-T111C,5.4133,5.4133
BOS-T111CF,11.5987,11.5987
BOS-T118A,7.4827,7.4827
BOS-T118AF,11.0267,11.0267
BOS-T118B,7.4827,7.4827
BOS-T118B100,1.192,1.192
BOS-T118BF,11.0267,11.0267
BOS-T118EF,11.0267,11.0267
BOS-T118G,7.4827,7.4827
BOS-T119BO,6.9093,6.9093
BOS-T127D,8.9853,8.9853
BOS-T127DF,12.064,12.064
BOS-T144D,8.2693,8.2693
BOS-T144DF,13.604,13.604
BOS-T150RF3,17.9147,17.9147
BOS-T18A,10.2387,10.2387
BOS-T1B,14.62,14.62
BOS-T211HF,12.7093,12.7093
BOS-T218A,8.52,8.52
BOS-T227D,9.8813,9.8813
BOS-T244D,8.9147,8.9147
BOS-T2641,5.52,5.52
BOS-T301CD,14.1773,14.1773
BOS-T301DL,12.96,12.96
BOS-T318A,13.1747,13.1747
BOS-T318B,13.1747,13.1747
BOS-T500,7.632,7.632
BOS-U101B,8.0187,8.0187
BOS-U111DF,8.8067,8.8067
BOS-U111HF,8.8067,8.8067
BOS-U118AF,7.876,7.876
BOS-U118BF,8.0547,8.0547
BOS-U118EF,7.876,7.876
BOS-U118G,5.9253,5.9253
BOS-U19BO,4.572,4.572
BOS-U1BR,6.73,6.73
BOU-01018,15.1299,15.1299
BOU-1LC382D,3.6839,3.6839
BOU-1LC382DHD,3.6103,3.6103
BOU-1LC5000D,8.7966,8.7966
BOU-1LC5000DHD,10.6828,10.6828
BOU-1LCL211B,1.8862,1.8862
BOU-1LCL211BSP,1.354,1.354
BOU-1LCL211C,11.0667,11.0667
BOU-1LCT100,6.2782,6.2782
BOU-4040-000,12.0287,12.0287
BOU-4040-000MB,12.0287,12.0287
BOU-4040-000NY,10.48,10.48
BOU-4040-000ST,10.5931,10.5931
BOU-4040-002,17.1598,17.1598
BOU-4040-003,17.1598,17.1598
BOU-4040-400,19.8954,19.8954
BOU-43MB-000,2.7736,2.7736
BOU-43MB-002,2.8391,2.8391
BOU-4400-000,2.4805,2.4805
BOU-4400-300,1.3724,1.3724
BOU-4400-400,2.1621,2.1621
BOU-4401-300,1.5471,1.5471
BOU-4401-400,2.7552,2.7552
BOU-4510417,12.6322,12.6322
BOU-5190400B,3.2402,3.2402
BOU-5300-000,5.3678,5.3678
BOU-5300-400,7.4126,7.4126
BOU-61-0000-00,7.1632,7.1632
BOU-62MB-000,4.2966,4.2966
BOU-62MB-002,4.8287,4.8287
BOU-62MB-003,4.8287,4.8287
BOU-62MB-045,5.292,5.292
BOU-63MB-000,5.3678,5.3678
BOU-6500-000W,4.51,4.51
BOU-6500-002,5.2851,5.2851
BOU-6500-002W,4.98,4.98
BOU-6500-045W,5.38,5.38
BOU-66MB-000,3.9103,3.9103
BOU-66MB-002,4.4483,4.4483
BOU-66MB-003,4.4483,4.4483
BOU-66MB-045,4.9115,4.9115
BOU-66MB-049,5.0632,5.0632
BOU-67MB-000,3.9103,3.9103
BOU-67MB-049,5.0632,5.0632
BOU-68MB-000,4.3448,4.3448
BOU-68MB-002,4.3241,4.3241
BOU-68MB-049,5.0632,5.0632
BOU-71MB-000,5.5195,5.5195
BOU-7700B,1.3115,1.3115
BOU-99540,0.47,0.47
BRA-17924,13.046,13.046
BRA-17926,13.046,13.046
BRA-17928,13.046,13.046
BRA-20450,20.892,20.892
BRA-22292,6.6552,6.6552
BRA-22321,6.6552,6.6552
BRA-22341,6.6552,6.6552
BRA-22768,6.6552,6.6552
BRA-25138,6.6552,6.6552
BRA-25451,9.9195,9.9195
BRA-25745,6.6552,6.6552
BRA-25746,6.6552,6.6552
BRA-26572,9.9195,9.9195
BRA-40652,16.5839,16.5839
BRA-41208,9.9747,9.9747
BRA-42021,12.7733,12.7733
BRA-42025,9.8,9.8
BRA-42027,6.96,6.96
BRA-42033,6.96,6.96
BRA-42035,9.7867,9.7867
BRA-42037,3.1787,3.1787
BRA-42041,10.6933,10.6933
BRA-42045,6.96,6.96
BRA-42772,16.5839,16.5839
BRA-43382,16.5839,16.5839
BRA-45310,20.6552,20.6552
BRA-45585,9.2241,9.2241
BRA-47005,20.0966,20.0966
BRA-47010,20.0966,20.0966
BRA-47171,11.7011,11.7011
BRA-60307,12.3333,12.3333
BRA-60308,12.3333,12.3333
BRA-60309,12.3333,12.3333
BRA-60310,12.3333,12.3333
BRA-60311,12.3333,12.3333
BRA-60312,12.3333,12.3333
BRA-60313,12.3333,12.3333
BRA-60314,12.3333,12.3333
BRA-60315,12.3333,12.3333
BRA-63407,3.8621,3.8621
BRA-64221,19.5862,19.5862
BRA-65329,13.7011,13.7011
BRA-65396,8.8851,8.8851
BRA-65397,9.9655,9.9655
BRA-65452,17.1724,17.1724
BRA-65501,19.8851,19.8851
BRA-65560,14.7126,14.7126
BRA-65666,21.5402,21.5402
BRA-65674,13.1954,13.1954
BRA-65675,15.977,15.977
BRA-65965,7.8851,7.8851
BRA-65966,8.7126,8.7126
BRA-66321,8.8851,8.8851
BRA-69074,20.0966,20.0966
BRA-7006-1,2.288,2.288
BRA-7006-1HV,4.4,4.4
BRA-7006-3C,2.288,2.288
BRA-7006-4,2.288,2.288
BRA-70239,20.0966,20.0966
BRA-70317,20.0966,20.0966
BRA-70356,20.0966,20.0966
BRA-7046-1,2.288,2.288
BRA-7046-4,2.288,2.288
BRA-7054-1,2.288,2.288
BRA-7054-1HV,4.632,4.632
BRA-7054-3C,2.288,2.288
BRA-7054-4,2.288,2.288
BRA-7088-4,2.288,2.288
BRA-7129-1,2.288,2.288
BRA-7141-1,2.288,2.288
BRA-7141-1HV,4.632,4.632
BRA-7141-3C,2.1733,2.1733
BRA-7141-4,2.288,2.288
BRA-71565,11.7011,11.7011
BRA-7203-4,2.288,2.288
BRA-72230,20.0966,20.0966
BRA-73418,20.0966,20.0966
BRA-75639,20.0966,20.0966
BRA-77294,2.288,2.288
BRA-79560,2.288,2.288
BRA-80248,11.5057,11.5057
BRA-84876,7.0494,7.0494
BRA-84877,9.6897,9.6897
BRA-86091,9.6897,9.6897
BRA-86328,2.288,2.288
BRA-86329,2.288,2.288
BRA-86330,2.288,2.288
BRA-86331,2.288,2.288
BRA-86332,2.288,2.288
BRA-86333,2.288,2.288
BRA-86334,2.288,2.288
BRA-87740,2.288,2.288
BRA-87743,2.288,2.288
BRA-87744,2.288,2.288
BRA-87745,2.288,2.288
BRA-87746,2.288,2.288
BRA-87747,2.288,2.288
BRA-88324,7.0494,7.0494
BRA-88370,7.0494,7.0494
BRA-88371,9.6897,9.6897
BRA-90253,2.288,2.288
BRA-90255,2.288,2.288
BRA-90256,2.288,2.288
BRA-90307,2.288,2.288
BRA-90327,2.288,2.288
BRA-90329,2.288,2.288
BRA-90331,2.288,2.288
BRA-90333,2.288,2.288
BRA-92073,2.288,2.288
BRA-93154,2.288,2.288
BRA-95278,20.0966,20.0966
BRA-95503,9.9195,9.9195
BRA-PAL-375-439,16.42,16.42
BRA-PAL-375-461,17.4,17.4
BRA-PAL-750-439,19.02,19.02
BRI-07050,16.6893,16.6893
BRI-10500,4.5573,4.5573
BRI-13740,8.1827,8.1827
BRI-14240,9.3813,9.3813
BRI-14460,9.156,9.156
BRI-14720,10.936,10.936
BRI-19301,17.8827,17.8827
BRI-23853,3.968,3.968
BRI-23860,3.968,3.968
BRI-27425,9.2293,9.2293
BRI-31900,2.6,2.6
BRI-32270,1.6253,1.6253
BRI-32300,1.408,1.408
BRI-32340,0.6747,0.6747
BRI-32380,0.6747,0.6747
BRI-33040,0.8387,0.8387
BRO-599-814-8,20.0471,20.0471
BSM-466-3161-4,15.6093,15.6093
BSM-466-3162-4,16.808,16.808
BSM-466-3163-4,21.616,21.616
BUL-28469,3.68,3.68
CAM-E1012-63K,15.2133,15.2133
CAM-E1012-64K,15.2133,15.2133
CAM-E1012-71K,15.2133,15.2133
CAM-E1012-72K,15.2133,15.2133
CAR-17605,18.6533,18.6533
CAR-17615,15.7356,15.7356
CAR-17680,20.3529,20.3529
CAR-17755,8.3563,8.3563
CAR-17760,7.5517,7.5517
CAR-17800,5.0667,5.0667
CAR-17810,16.68,16.68
CCL-66KRKD,8.8644,8.8644
CCL-K0436,17.2908,17.2908
CCL-K0437,19.408,19.408
CCL-K436,13.3448,13.3448
CCL-K437,14.092,14.092
CCL-K500-2-1-4,13.4828,13.4828
CCL-K500-3-4,11.9425,11.9425
CGW-30002,2.5493,2.5493
CGW-30004,2.5493,2.5493
CGW-30005,2.5493,2.5493
CGW-30006,2.5493,2.5493
CGW-30012,3.816,3.816
CGW-30014,3.3387,3.3387
CGW-30015,3.3387,3.3387
CGW-31012,4.9413,4.9413
CGW-31014,4.9413,4.9413
CGW-31015,4.9413,4.9413
CGW-31052,4.9413,4.9413
CGW-31054,4.9413,4.9413
CGW-31055,4.9413,4.9413
CGW-31075,9.676,9.676
CGW-31091,6.1587,6.1587
CGW-31092,5.6267,5.6267
CGW-31094,6.1587,6.1587
CGW-31112,11.94,11.94
CGW-31131,6.1587,6.1587
CGW-31132,6.1587,6.1587
CGW-31134,6.1587,6.1587
CGW-31135,5.6267,5.6267
CGW-31174,6.508,6.508
CGW-31175,6.508,6.508
CGW-31202,6.508,6.508
CGW-31205,6.508,6.508
CGW-31212,11.8053,11.8053
CGW-31214,11.8053,11.8053
CGW-31215,11.8053,11.8053
CGW-31232,7.7253,7.7253
CGW-31234,7.7253,7.7253
CGW-31261,7.7253,7.7253
CGW-31262,7.7253,7.7253
CGW-31264,7.7253,7.7253
CGW-31265,7.7253,7.7253
CGW-34326,16.64,16.64
CGW-34600,13.1787,13.1787
CGW-34603,13.1787,13.1787
CGW-34604,12.8867,12.8867
CGW-34605,13.1787,13.1787
CGW-34606,12.8867,12.8867
CGW-34607,13.1787,13.1787
CGW-34608,13.1787,13.1787
CGW-34609,12.8867,12.8867
CGW-34610,12.8867,12.8867
CGW-34611,16.0347,16.0347
CGW-34612,16.0347,16.0347
CGW-34613,16.0347,16.0347
CGW-34614,16.6747,16.6747
CGW-34615,16.6747,16.6747
CGW-34616,17.06,17.06
CGW-34617,17.06,17.06
CGW-34618,17.06,17.06
CGW-34619,16.6747,16.6747
CGW-34620,17.06,17.06
CGW-34621,16.6747,16.6747
CGW-34622,17.06,17.06
CGW-34623,17.06,17.06
CGW-34625,17.06,17.06
CGW-34627,20.3493,20.3493
CGW-34628,20.3493,20.3493
CGW-34629,20.3493,20.3493
CGW-34633,20.392,20.392
CGW-34636,20.392,20.392
CGW-34638,20.392,20.392
CGW-34640,20.392,20.392
CGW-34642,20.8547,20.8547
CGW-34663,17.7427,17.7427
CGW-34664,18.1413,18.1413
CGW-34671,21.652,21.652
CGW-34672,21.652,21.652
CGW-34673,21.168,21.168
CGW-34674,21.168,21.168
CGW-34676,21.168,21.168
CGW-34677,21.168,21.168
CGW-34678,21.168,21.168
CGW-34679,21.652,21.652
CGW-34903,17.472,17.472
CGW-34904,17.472,17.472
CGW-34906,17.472,17.472
CGW-34907,17.472,17.472
CGW-34909,17.472,17.472
CGW-34942,17.992,17.992
CGW-34943,17.992,17.992
CGW-34944,17.5933,17.5933
CGW-35005,15.1373,15.1373
CGW-35007,15.1373,15.1373
CGW-35009,12.6027,12.6027
CGW-35013,17.8853,17.8853
CGW-35014,16.6813,16.6813
CGW-35015,17.4933,17.4933
CGW-35500,1.1747,1.1747
CGW-35501,1.1307,1.1307
CGW-35502,1.152,1.152
CGW-35503,1.152,1.152
CGW-35504,1.4453,1.4453
CGW-35505,1.3907,1.3907
CGW-35506,1.6453,1.6453
CGW-35507,1.5827,1.5827
CGW-35508,1.7373,1.7373
CGW-35509,1.672,1.672
CGW-35510,1.672,1.672
CGW-35512,1.8227,1.8227
CGW-35514,1.2507,1.2507
CGW-35515,1.624,1.624
CGW-35516,1.6653,1.6653
CGW-35517,1.7507,1.7507
CGW-35518,3.04,3.04
CGW-35529,4.9693,4.9693
CGW-35530,5.0907,5.0907
CGW-35532,5.0907,5.0907
CGW-35535,3.776,3.776
CGW-35539,5.7533,5.7533
CGW-35545,5.9813,5.9813
CGW-35550,7.0067,7.0067
CGW-35551,8.572,8.572
CGW-35559,3.5027,3.5027
CGW-35560,4.7627,4.7627
CGW-35563,4.244,4.244
CGW-35564,2.892,2.892
CGW-35566,4.244,4.244
CGW-35569,5.988,5.988
CGW-35571,6.144,6.144
CGW-35572,6.144,6.144
CGW-35573,4.144,4.144
CGW-35574,4.2573,4.2573
CGW-35575,5.668,5.668
CGW-35576,5.264,5.264
CGW-35577,6.4507,6.4507
CGW-35578,6.016,6.016
CGW-35579,6.2653,6.2653
CGW-35581,7.092,7.092
CGW-35582,7.0107,7.0107
CGW-35584,20.0067,20.0067
CGW-35587,6.4907,6.4907
CGW-35589,6.9853,6.9853
CGW-35592,7.2987,7.2987
CGW-35596,7.4907,7.4907
CGW-35598,7.4907,7.4907
CGW-35599,11.0547,11.0547
CGW-35600,11.0547,11.0547
CGW-35601,12.068,12.068
CGW-35602,12.068,12.068
CGW-35603,10.388,10.388
CGW-35605,10.936,10.936
CGW-35606,10.936,10.936
CGW-35608,14.8173,14.8173
CGW-35609,0.9827,0.9827
CGW-35610,1.2267,1.2267
CGW-35611,2.6133,2.6133
CGW-35612,1.6653,1.6653
CGW-35613,3.4613,3.4613
CGW-35614,2.8053,2.8053
CGW-35615,4.5787,4.5787
CGW-35617,3.8667,3.8667
CGW-35618,1.2747,1.2747
CGW-35619,3.112,3.112
CGW-35620,1.9013,1.9013
CGW-35621,3.7493,3.7493
CGW-35622,1.404,1.404
CGW-35623,3.0707,3.0707
CGW-35624,3.9307,3.9307
CGW-35625,5.2013,5.2013
CGW-35626,2.5707,2.5707
CGW-35627,1.944,1.944
CGW-35628,4.2147,4.2147
CGW-35629,3.7387,3.7387
CGW-35630,3.5667,3.5667
CGW-35632,4.828,4.828
CGW-35633,6.6147,6.6147
CGW-35634,3.3827,3.3827
CGW-35635,5.3867,5.3867
CGW-35640,3.5573,3.5573
CGW-35641,5.8187,5.8187
CGW-35642,3.232,3.232
CGW-35643,4.976,4.976
CGW-35644,6.892,6.892
CGW-35645,9.128,9.128
CGW-35646,4.016,4.016
CGW-35647,6.2227,6.2227
CGW-35648,3.9733,3.9733
CGW-35649,6.2947,6.2947
CGW-35654,6.3867,6.3867
CGW-35655,8.3,8.3
CGW-35656,4.7493,4.7493
CGW-35657,7.348,7.348
CGW-35659,12.5733,12.5733
CGW-35661,8.672,8.672
CGW-35664,4.3147,4.3147
CGW-35665,4.9627,4.9627
CGW-35666,2.5413,2.5413
CGW-35670,6.0307,6.0307
CGW-35671,0.9547,0.9547
CGW-35672,1.2267,1.2267
CGW-35673,2.4853,2.4853
CGW-35674,3.9547,3.9547
CGW-35675,2.164,2.164
CGW-35676,3.66,3.66
CGW-35677,4.5573,4.5573
CGW-35678,6.792,6.792
CGW-35680,6.236,6.236
CGW-35688,1.2747,1.2747
CGW-35689,1.2747,1.2747
CGW-35690,1.2747,1.2747
CGW-35691,1.332,1.332
CGW-35698,4.628,4.628
CGW-35699,1.3173,1.3173
CGW-35830,5.048,5.048
CGW-35831,5.184,5.184
CGW-35832,5.184,5.184
CGW-35839,6.216,6.216
CGW-35840,6.216,6.216
CGW-35841,6.0587,6.0587
CGW-35842,6.3653,6.3653
CGW-35900,20.5667,20.5667
CGW-35951,3.7813,3.7813
CGW-35953,3.872,3.872
CGW-35954,2.3787,2.3787
CGW-35955,2.4493,2.4493
CGW-35957,3.5453,3.5453
CGW-35975,2.172,2.172
CGW-35980,2.108,2.108
CGW-35985,2.172,2.172
CGW-36009,2.108,2.108
CGW-36042,1.972,1.972
CGW-36060,2.172,2.172
CGW-36067,2.3787,2.3787
CGW-36102,1.8933,1.8933
CGW-36103,3.42,3.42
CGW-36104,3.7733,3.7733
CGW-36105,6.088,6.088
CGW-36106,4.664,4.664
CGW-36107,4.496,4.496
CGW-36108,6.6213,6.6213
CGW-36109,5.9307,5.9307
CGW-36110,7.5253,7.5253
CGW-36111,9.448,9.448
CGW-36112,11.6773,11.6773
CGW-36116,12.5733,12.5733
CGW-36117,12.296,12.296
CGW-36122,8.516,8.516
CGW-36123,8.5933,8.5933
CGW-36124,6.9067,6.9067
CGW-36125,7.552,7.552
CGW-36133,17.3093,17.3093
CGW-36142,19.9573,19.9573
CGW-36143,19.516,19.516
CGW-36159,10.0253,10.0253
CGW-36160,10.3667,10.3667
CGW-36161,10.3667,10.3667
CGW-36233,6.0667,6.0667
CGW-36241,0.6787,0.6787
CGW-36242,0.6053,0.6053
CGW-36243,0.6627,0.6627
CGW-36249,6.18,6.18
CGW-36255,1.6947,1.6947
CGW-36257,1.9507,1.9507
CGW-36258,3.752,3.752
CGW-36259,2.6987,2.6987
CGW-36260,4.472,4.472
CGW-36261,3.24,3.24
CGW-36262,5.4533,5.4533
CGW-36263,4.9907,4.9907
CGW-36264,7.3547,7.3547
CGW-36265,3.56,3.56
CGW-36266,5.3253,5.3253
CGW-36267,4.044,4.044
CGW-36268,5.6533,5.6533
CGW-36269,6.3013,6.3013
CGW-36270,8.08,8.08
CGW-36271,5.2493,5.2493
CGW-36272,7.248,7.248
CGW-36273,5.6533,5.6533
CGW-36274,7.248,7.248
CGW-36275,5.696,5.696
CGW-36276,7.44,7.44
CGW-36277,5.696,5.696
CGW-36278,7.632,7.632
CGW-36279,8.352,8.352
CGW-36280,10.808,10.808
CGW-36281,8.352,8.352
CGW-36282,10.5307,10.5307
CGW-36283,1.0747,1.0747
CGW-36284,1.0747,1.0747
CGW-36285,1.0747,1.0747
CGW-36286,2.0933,2.0933
CGW-36287,0.9387,0.9387
CGW-36288,0.912,0.912
CGW-36289,7.0347,7.0347
CGW-36290,9.2133,9.2133
CGW-36301,2.0933,2.0933
CGW-36302,2.3707,2.3707
CGW-36310,4.6133,4.6133
CGW-36312,4.6133,4.6133
CGW-36313,6.1653,6.1653
CGW-36314,6.1653,6.1653
CGW-36315,6.1653,6.1653
CGW-36316,5.6387,5.6387
CGW-36317,5.2427,5.2427
CGW-36318,5.6387,5.6387
CGW-36319,7.1907,7.1907
CGW-36320,7.1907,7.1907
CGW-36321,7.1907,7.1907
CGW-36322,5.6387,5.6387
CGW-36323,5.6387,5.6387
CGW-36324,5.6387,5.6387
CGW-36325,7.1907,7.1907
CGW-36326,7.1907,7.1907
CGW-36327,7.1907,7.1907
CGW-36328,6.928,6.928
CGW-36329,6.928,6.928
CGW-36330,6.928,6.928
CGW-36331,8.3733,8.3733
CGW-36332,8.3733,8.3733
CGW-36333,8.3733,8.3733
CGW-36334,7.6187,7.6187
CGW-36335,7.6187,7.6187
CGW-36336,7.6187,7.6187
CGW-36597,5.5173,5.5173
CGW-37098,1.94,1.94
CGW-37099,1.94,1.94
CGW-37100,2.0147,2.0147
CGW-37103,2.3493,2.3493
CGW-37104,2.3493,2.3493
CGW-37105,2.3493,2.3493
CGW-37520,1.8507,1.8507
CGW-37525,3.4333,3.4333
CGW-37531,4.5573,4.5573
